# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
136           	smoothSolver	2.923280e-03	2.403370e-04	6	2.118590e-01	1.859800e-02	3	false	GAMG	2.140800e-01	1.243130e-03	5	true
137           	smoothSolver	2.917320e-03	2.397160e-04	6	2.293350e-01	2.086070e-02	3	false	GAMG	2.110360e-01	1.264250e-03	5	true
138           	smoothSolver	2.912560e-03	2.391460e-04	6	2.039910e-01	1.798020e-02	3	false	GAMG	1.816290e-01	9.352810e-04	6	true
139           	smoothSolver	2.907260e-03	2.384690e-04	6	2.381140e-01	1.737940e-02	3	false	GAMG	2.012680e-01	1.482770e-03	5	true
140           	smoothSolver	2.899640e-03	2.377820e-04	6	2.338630e-01	2.097460e-02	3	false	GAMG	2.238500e-01	1.406750e-03	5	true
141           	smoothSolver	2.894560e-03	2.371860e-04	6	2.456170e-01	1.891960e-02	3	false	GAMG	2.140830e-01	1.911480e-03	4	true
142           	smoothSolver	2.888360e-03	2.365080e-04	6	2.567240e-01	2.207500e-02	3	false	GAMG	2.009150e-01	1.648900e-03	5	true
143           	smoothSolver	2.881430e-03	2.358750e-04	6	2.672090e-01	1.948640e-02	3	false	GAMG	2.155540e-01	2.023800e-03	4	true
144           	smoothSolver	2.874800e-03	2.351840e-04	6	2.729090e-01	2.078070e-02	3	false	GAMG	2.346390e-01	1.365720e-03	5	true
145           	smoothSolver	2.868330e-03	2.344100e-04	6	2.586630e-01	1.704420e-02	3	false	GAMG	2.155550e-01	1.731060e-03	4	true
146           	smoothSolver	2.861080e-03	2.337970e-04	6	2.585460e-01	1.957630e-02	3	false	GAMG	2.099670e-01	1.819650e-03	4	true
147           	smoothSolver	2.851230e-03	2.328860e-04	6	2.661980e-01	2.018340e-02	3	false	GAMG	1.999550e-01	1.310500e-03	5	true
148           	smoothSolver	2.843520e-03	2.321240e-04	6	2.982490e-01	2.514070e-02	3	false	GAMG	2.301320e-01	1.335750e-03	5	true
149           	smoothSolver	2.837230e-03	2.313510e-04	6	2.988790e-01	2.338670e-02	3	false	GAMG	2.382290e-01	1.283940e-03	5	true
150           	smoothSolver	2.832140e-03	2.307370e-04	6	3.166080e-01	2.366230e-02	3	false	GAMG	2.473350e-01	2.312280e-03	4	true
151           	smoothSolver	2.824020e-03	2.300780e-04	6	3.108670e-01	2.447690e-02	3	false	GAMG	2.098090e-01	1.221170e-03	5	true
